#name:San Diego run with Jeff #2
#date:2018-01-11
#time:15-03-48
Elevation,Latitude,Longitude,Timestamp
2.9,32.702906,-117.163742,2018-01-11 15:21:21
2.9,32.702874,-117.163702,2018-01-11 15:21:29
3.0,32.702951,-117.163543,2018-01-11 15:22:16
3.0,32.702975,-117.163518,2018-01-11 15:22:17
3.1,32.703057,-117.163443,2018-01-11 15:22:20
3.0,32.703172,-117.163345,2018-01-11 15:22:24
2.9,32.703228,-117.163298,2018-01-11 15:22:26
2.9,32.703255,-117.163274,2018-01-11 15:22:27
2.8,32.703283,-117.163249,2018-01-11 15:22:28
2.9,32.703389,-117.163151,2018-01-11 15:22:32
3.0,32.703552,-117.163001,2018-01-11 15:22:38
3.0,32.703578,-117.162974,2018-01-11 15:22:39
3.0,32.703602,-117.162947,2018-01-11 15:22:40
3.0,32.703753,-117.16281,2018-01-11 15:22:46
2.9,32.703779,-117.162788,2018-01-11 15:22:47
2.8,32.703837,-117.162748,2018-01-11 15:22:49
2.7,32.703929,-117.162734,2018-01-11 15:22:52
2.6,32.704001,-117.162795,2018-01-11 15:22:55
2.6,32.704024,-117.162822,2018-01-11 15:22:56
2.6,32.70413,-117.16298,2018-01-11 15:23:01
2.7,32.704169,-117.163044,2018-01-11 15:23:03
2.9,32.704287,-117.163229,2018-01-11 15:23:09
2.8,32.704373,-117.163379,2018-01-11 15:23:14
2.9,32.704484,-117.163561,2018-01-11 15:23:20
3.0,32.704659,-117.163667,2018-01-11 15:23:26
2.9,32.704851,-117.163638,2018-01-11 15:23:32
2.9,32.70488,-117.163641,2018-01-11 15:23:33
2.9,32.704938,-117.163634,2018-01-11 15:23:35
3.0,32.704967,-117.163622,2018-01-11 15:23:36
2.7,32.705127,-117.163557,2018-01-11 15:23:42
2.1,32.705283,-117.163707,2018-01-11 15:23:49
2.1,32.705312,-117.163707,2018-01-11 15:23:50
2.0,32.705407,-117.163661,2018-01-11 15:23:53
2.0,32.705438,-117.163647,2018-01-11 15:23:54
2.0,32.70547,-117.163634,2018-01-11 15:23:55
3.0,32.705656,-117.163591,2018-01-11 15:24:01
3.0,32.705842,-117.163537,2018-01-11 15:24:07
3.0,32.705997,-117.163639,2018-01-11 15:24:13
2.7,32.706128,-117.163809,2018-01-11 15:24:19
2.7,32.706259,-117.164,2018-01-11 15:24:26
3.2,32.706382,-117.16419,2018-01-11 15:24:32
3.2,32.706499,-117.164372,2018-01-11 15:24:38
3.3,32.70662,-117.16455,2018-01-11 15:24:44
3.6,32.706746,-117.164725,2018-01-11 15:24:50
3.7,32.706872,-117.164906,2018-01-11 15:24:56
3.5,32.707,-117.165086,2018-01-11 15:25:02
3.2,32.707127,-117.165262,2018-01-11 15:25:08
3.0,32.707249,-117.165445,2018-01-11 15:25:14
2.8,32.707371,-117.165622,2018-01-11 15:25:20
2.4,32.707479,-117.165794,2018-01-11 15:25:26
2.0,32.707584,-117.165981,2018-01-11 15:25:32
1.9,32.70767,-117.166102,2018-01-11 15:25:36
1.9,32.707804,-117.166273,2018-01-11 15:25:42
1.9,32.707927,-117.166436,2018-01-11 15:25:48
2.1,32.708062,-117.166604,2018-01-11 15:25:54
2.5,32.708178,-117.166777,2018-01-11 15:26:00
2.9,32.708279,-117.166955,2018-01-11 15:26:06
3.0,32.708386,-117.167142,2018-01-11 15:26:12
2.8,32.708489,-117.167326,2018-01-11 15:26:18
2.5,32.708514,-117.167568,2018-01-11 15:26:25
3.0,32.708512,-117.16779,2018-01-11 15:26:31
3.0,32.708499,-117.168018,2018-01-11 15:26:37
3.1,32.708486,-117.16824,2018-01-11 15:26:43
3.1,32.708491,-117.168488,2018-01-11 15:26:50
3.0,32.708498,-117.168715,2018-01-11 15:26:56
3.0,32.708504,-117.168937,2018-01-11 15:27:02
3.0,32.708493,-117.169161,2018-01-11 15:27:08
3.0,32.708473,-117.169277,2018-01-11 15:27:11
3.0,32.708443,-117.169424,2018-01-11 15:27:15
4.0,32.708401,-117.169634,2018-01-11 15:27:21
3.8,32.708362,-117.169846,2018-01-11 15:27:27
3.4,32.708401,-117.169975,2018-01-11 15:27:31
2.7,32.708492,-117.170164,2018-01-11 15:27:37
2.5,32.708497,-117.17038,2018-01-11 15:27:43
2.6,32.708498,-117.170589,2018-01-11 15:27:49
2.6,32.708518,-117.170825,2018-01-11 15:27:56
2.6,32.708553,-117.170835,2018-01-11 15:27:58
2.6,32.708645,-117.170779,2018-01-11 15:28:04
2.7,32.708695,-117.170785,2018-01-11 15:28:08
2.7,32.708767,-117.170833,2018-01-11 15:28:16
2.7,32.708775,-117.170838,2018-01-11 15:28:22
2.7,32.708681,-117.170787,2018-01-11 15:28:32
2.7,32.70864,-117.170794,2018-01-11 15:28:34
2.6,32.70856,-117.170999,2018-01-11 15:28:41
2.5,32.708536,-117.17114,2018-01-11 15:28:45
2.4,32.708551,-117.171283,2018-01-11 15:28:49
2.5,32.70865,-117.171466,2018-01-11 15:28:55
2.7,32.708725,-117.171543,2018-01-11 15:28:58
2.6,32.708888,-117.171696,2018-01-11 15:29:05
2.6,32.708965,-117.171758,2018-01-11 15:29:08
2.7,32.709043,-117.171819,2018-01-11 15:29:11
2.7,32.709199,-117.171978,2018-01-11 15:29:18
2.8,32.70937,-117.172064,2018-01-11 15:29:24
2.8,32.709463,-117.172082,2018-01-11 15:29:27
2.6,32.709652,-117.17214,2018-01-11 15:29:34
2.6,32.709846,-117.172211,2018-01-11 15:29:41
2.6,32.709928,-117.172249,2018-01-11 15:29:44
2.7,32.710123,-117.172331,2018-01-11 15:29:51
2.6,32.710316,-117.172422,2018-01-11 15:29:58
2.5,32.710487,-117.1725,2018-01-11 15:30:04
2.4,32.710666,-117.172577,2018-01-11 15:30:10
2.4,32.710862,-117.172658,2018-01-11 15:30:17
2.3,32.711059,-117.172738,2018-01-11 15:30:24
2.2,32.711235,-117.172823,2018-01-11 15:30:30
2.3,32.711427,-117.172911,2018-01-11 15:30:37
2.5,32.711603,-117.172972,2018-01-11 15:30:43
2.4,32.711779,-117.173034,2018-01-11 15:30:49
2.5,32.711949,-117.173119,2018-01-11 15:30:55
2.7,32.712116,-117.173204,2018-01-11 15:31:01
3.0,32.712283,-117.173286,2018-01-11 15:31:07
3.0,32.712475,-117.173364,2018-01-11 15:31:14
2.9,32.712653,-117.173422,2018-01-11 15:31:20
2.7,32.712863,-117.17343,2018-01-11 15:31:27
2.5,32.713044,-117.17344,2018-01-11 15:31:33
2.5,32.713235,-117.173432,2018-01-11 15:31:39
2.7,32.713267,-117.173432,2018-01-11 15:31:40
3.1,32.71333,-117.173431,2018-01-11 15:31:42
3.3,32.713536,-117.173441,2018-01-11 15:31:49
2.6,32.713745,-117.173443,2018-01-11 15:31:56
3.1,32.713932,-117.173445,2018-01-11 15:32:02
3.5,32.714126,-117.173451,2018-01-11 15:32:08
3.4,32.714308,-117.173452,2018-01-11 15:32:14
3.5,32.714461,-117.173442,2018-01-11 15:32:19
3.8,32.714646,-117.173438,2018-01-11 15:32:25
3.7,32.714846,-117.173453,2018-01-11 15:32:31
3.2,32.715004,-117.173452,2018-01-11 15:32:36
3.2,32.715189,-117.173455,2018-01-11 15:32:42
4.0,32.715387,-117.173451,2018-01-11 15:32:48
4.0,32.715578,-117.173452,2018-01-11 15:32:54
4.0,32.715772,-117.17345,2018-01-11 15:33:00
4.0,32.715964,-117.173444,2018-01-11 15:33:06
4.0,32.716157,-117.173435,2018-01-11 15:33:12
4.1,32.716351,-117.173419,2018-01-11 15:33:18
4.0,32.716547,-117.173397,2018-01-11 15:33:24
2.1,32.716729,-117.173375,2018-01-11 15:33:30
4.0,32.716915,-117.17335,2018-01-11 15:33:36
4.0,32.716973,-117.17333,2018-01-11 15:33:38
4.0,32.717153,-117.173254,2018-01-11 15:33:44
4.0,32.717329,-117.173188,2018-01-11 15:33:50
4.0,32.717384,-117.173163,2018-01-11 15:33:52
4.0,32.717465,-117.173122,2018-01-11 15:33:55
4.0,32.717668,-117.173111,2018-01-11 15:34:02
